year,origin,destin,id,dist,passen,fare,bmktshr,concen
1997,"DENVER, CO","PITTSBURGH, PA",545,1291,220,294,0.711,0.711
1998,"DENVER, CO","PITTSBURGH, PA",545,1291,259,255,0.5782,0.5782
1999,"DENVER, CO","PITTSBURGH, PA",545,1291,308,246,0.6335,0.6335
2000,"DENVER, CO","PITTSBURGH, PA",545,1291,318,259,0.539,0.539
1997,"DENVER, CO","PORTLAND, OR",546,992,650,153,0.8021,0.8021
1998,"DENVER, CO","PORTLAND, OR",546,992,530,244,0.7673,0.7673
1999,"DENVER, CO","PORTLAND, OR",546,992,671,197,0.7325,0.7325
2000,"DENVER, CO","PORTLAND, OR",546,992,749,209,0.682,0.682
1997,"DENVER, CO","RALEIGH/DURHAM, NC",547,1438,187,247,0.2724,0.2724
1998,"DENVER, CO","RALEIGH/DURHAM, NC",547,1438,218,242,0.244,0.244
1999,"DENVER, CO","RALEIGH/DURHAM, NC",547,1438,259,217,0.1919,0.1919
2000,"DENVER, CO","RALEIGH/DURHAM, NC",547,1438,248,269,0.2412,0.2412
1997,"DENVER, CO","RENO, NV",548,805,298,114,0.479,0.479
1998,"DENVER, CO","RENO, NV",548,805,176,191,0.6922,0.6922
1999,"DENVER, CO","RENO, NV",548,805,181,199,0.6354,0.6354
2000,"DENVER, CO","RENO, NV",548,805,187,216,0.6632,0.6632
1997,"DENVER, CO","SACRAMENTO, CA",549,910,245,234,0.8254,0.8254
1998,"DENVER, CO","SACRAMENTO, CA",549,910,344,217,0.8233,0.8233
1999,"DENVER, CO","SACRAMENTO, CA",549,910,376,219,0.8118,0.8118
2000,"DENVER, CO","SACRAMENTO, CA",549,910,399,248,0.8441001,0.8441001
1997,"DENVER, CO","SALT LAKE CITY, UT",550,391,999,115,0.4808,0.4808
1998,"DENVER, CO","SALT LAKE CITY, UT",550,391,1062,121,0.4967,0.4967
1999,"DENVER, CO","SALT LAKE CITY, UT",550,391,1030,123,0.5168,0.5168
2000,"DENVER, CO","SALT LAKE CITY, UT",550,391,1013,148,0.4215,0.4215
1997,"DENVER, CO","SAN ANTONIO, TX",551,795,264,181,0.5424,0.5424
1998,"DENVER, CO","SAN ANTONIO, TX",551,795,300,200,0.608,0.608
1999,"DENVER, CO","SAN ANTONIO, TX",551,795,282,214,0.4867,0.4867
2000,"DENVER, CO","SAN ANTONIO, TX",551,795,300,234,0.4385,0.4385
1997,"DENVER, CO","SAN DIEGO, CA",552,853,952,131,0.7032,0.7032
1998,"DENVER, CO","SAN DIEGO, CA",552,853,873,180,0.7194,0.7194
1999,"DENVER, CO","SAN DIEGO, CA",552,853,878,191,0.691,0.691
2000,"DENVER, CO","SAN DIEGO, CA",552,853,939,194,0.5731,0.5731
1997,"DENVER, CO","SAN FRANCISCO, CA",553,967,2000,146,0.7948,0.7948
1998,"DENVER, CO","SAN FRANCISCO, CA",553,967,1681,203,0.7994,0.7994
1999,"DENVER, CO","SAN FRANCISCO, CA",553,967,1821,219,0.7989,0.7989
2000,"DENVER, CO","SAN FRANCISCO, CA",553,967,1916,233,0.7185,0.7185
1997,"DENVER, CO","SAN JOSE, CA",554,948,514,199,0.881,0.881
1998,"DENVER, CO","SAN JOSE, CA",554,948,499,257,0.9375,0.9375
1999,"DENVER, CO","SAN JOSE, CA",554,948,591,296,0.8976,0.8976
2000,"DENVER, CO","SAN JOSE, CA",554,948,858,289,0.6998,0.6998
1997,"DENVER, CO","SANTA ANA, CA",555,846,439,215,0.8987,0.8987
1998,"DENVER, CO","SANTA ANA, CA",555,846,431,264,0.9044001,0.9044001
1999,"DENVER, CO","SANTA ANA, CA",555,846,516,233,0.8811,0.8811
2000,"DENVER, CO","SANTA ANA, CA",555,846,546,255,0.8808,0.8808
1997,"DENVER, CO","SEATTLE, WA",556,1024,1200,148,0.7839,0.7839
1998,"DENVER, CO","SEATTLE, WA",556,1024,1129,197,0.7751,0.7751
1999,"DENVER, CO","SEATTLE, WA",556,1024,1171,204,0.7621,0.7621
2000,"DENVER, CO","SEATTLE, WA",556,1024,1241,225,0.6611,0.6611
1997,"DENVER, CO","SPOKANE, WA",557,837,127,211,0.8003,0.8003
1998,"DENVER, CO","SPOKANE, WA",557,837,150,205,0.7812001,0.7812001
1999,"DENVER, CO","SPOKANE, WA",557,837,146,227,0.7657,0.7657
2000,"DENVER, CO","SPOKANE, WA",557,837,150,221,0.7573,0.7573
1997,"DENVER, CO","ST. LOUIS, MO",558,770,645,154,0.4873,0.4873
1998,"DENVER, CO","ST. LOUIS, MO",558,770,589,216,0.5631,0.5631
1999,"DENVER, CO","ST. LOUIS, MO",558,770,451,276,0.5354,0.5354
2000,"DENVER, CO","ST. LOUIS, MO",558,770,476,253,0.5368,0.5368
1997,"DENVER, CO","TAMPA, FL",559,1507,278,258,0.4826,0.4826
1998,"DENVER, CO","TAMPA, FL",559,1507,438,216,0.5088,0.5088
1999,"DENVER, CO","TAMPA, FL",559,1507,461,218,0.4658,0.4658
2000,"DENVER, CO","TAMPA, FL",559,1507,427,247,0.3838,0.3838
1997,"DENVER, CO","TUCSON, AZ",560,639,214,164,0.7557,0.7557
1998,"DENVER, CO","TUCSON, AZ",560,639,290,167,0.7858,0.7858
1999,"DENVER, CO","TUCSON, AZ",560,639,259,187,0.6755,0.6755
2000,"DENVER, CO","TUCSON, AZ",560,639,232,203,0.7293,0.7293
1997,"DENVER, CO","TULSA, OK",561,541,255,151,0.8355,0.8355
1998,"DENVER, CO","TULSA, OK",561,541,219,221,0.8591,0.8591
1999,"DENVER, CO","TULSA, OK",561,541,182,249,0.7584,0.7584
2000,"DENVER, CO","TULSA, OK",561,541,183,258,0.7542,0.7542
1997,"DENVER, CO","WASHINGTON, DC",562,1454,1513,197,0.7162001,0.7162001
1998,"DENVER, CO","WASHINGTON, DC",562,1454,1239,255,0.7788,0.7788
1999,"DENVER, CO","WASHINGTON, DC",562,1454,1169,291,0.728,0.728
2000,"DENVER, CO","WASHINGTON, DC",562,1454,1348,292,0.6656,0.6656
1997,"DENVER, CO","WICHITA, KS",563,419,116,203,0.4939,0.4939
1998,"DENVER, CO","WICHITA, KS",563,419,102,212,0.9649,0.9649
1999,"DENVER, CO","WICHITA, KS",563,419,94,235,0.9885,0.9885
2000,"DENVER, CO","WICHITA, KS",563,419,95,245,0.9737,0.9737
1997,"DES MOINES, IA","LAS VEGAS, NV",564,1218,149,131,0.3411,0.3411
1998,"DES MOINES, IA","LAS VEGAS, NV",564,1218,141,140,0.6083,0.6083
1999,"DES MOINES, IA","LAS VEGAS, NV",564,1218,122,165,0.4344,0.4344
2000,"DES MOINES, IA","LAS VEGAS, NV",564,1218,126,161,0.4273,0.4273
1997,"DES MOINES, IA","ORLANDO, FL",565,1143,186,128,0.3277,0.3277
1998,"DES MOINES, IA","ORLANDO, FL",565,1143,211,122,0.4015,0.4015
1999,"DES MOINES, IA","ORLANDO, FL",565,1143,102,191,0.4347,0.4347
2000,"DES MOINES, IA","ORLANDO, FL",565,1143,132,152,0.2947,0.2947
1997,"DES MOINES, IA","PHOENIX, AZ",566,1152,112,167,0.4815,0.4815
1998,"DES MOINES, IA","PHOENIX, AZ",566,1152,105,154,0.5057,0.5057
1999,"DES MOINES, IA","PHOENIX, AZ",566,1152,77,181,0.4316,0.4316
2000,"DES MOINES, IA","PHOENIX, AZ",566,1152,107,170,0.465,0.465
1997,"DETROIT, MI","FT. LAUDERDALE, FL",567,1127,727,133,0.5812,0.5812
1998,"DETROIT, MI","FT. LAUDERDALE, FL",567,1127,719,133,0.501,0.501
1999,"DETROIT, MI","FT. LAUDERDALE, FL",567,1127,692,144,0.4394,0.4394
2000,"DETROIT, MI","FT. LAUDERDALE, FL",567,1127,832,151,0.5174,0.5174
1997,"DETROIT, MI","FT. MYERS, FL",568,1085,700,131,0.5482,0.5482
1998,"DETROIT, MI","FT. MYERS, FL",568,1085,797,123,0.518,0.518
1999,"DETROIT, MI","FT. MYERS, FL",568,1085,793,141,0.4801,0.4801
2000,"DETROIT, MI","FT. MYERS, FL",568,1085,846,152,0.542,0.542
1997,"DETROIT, MI","HARTFORD, CT",569,548,235,277,0.8888,0.8888
1998,"DETROIT, MI","HARTFORD, CT",569,548,263,240,0.8916,0.8916
1999,"DETROIT, MI","HARTFORD, CT",569,548,243,249,0.8027,0.8027
2000,"DETROIT, MI","HARTFORD, CT",569,548,252,251,0.7498,0.7498
1997,"DETROIT, MI","HOUSTON, TX",570,1077,587,182,0.449,0.449
1998,"DETROIT, MI","HOUSTON, TX",570,1077,610,171,0.5072,0.5072
1999,"DETROIT, MI","HOUSTON, TX",570,1077,683,163,0.4283,0.4283
2000,"DETROIT, MI","HOUSTON, TX",570,1077,676,190,0.4188,0.4188
1997,"DETROIT, MI","INDIANAPOLIS, IN",571,231,589,90,0.9633999,0.9633999
1998,"DETROIT, MI","INDIANAPOLIS, IN",571,231,672,91,0.7823001,0.7823001
1999,"DETROIT, MI","INDIANAPOLIS, IN",571,231,603,89,0.9022,0.9022
2000,"DETROIT, MI","INDIANAPOLIS, IN",571,231,494,151,0.9497,0.9497
1997,"DETROIT, MI","JACKSONVILLE, FL",572,815,225,136,0.754,0.754
1998,"DETROIT, MI","JACKSONVILLE, FL",572,815,222,155,0.7212999,0.7212999
1999,"DETROIT, MI","JACKSONVILLE, FL",572,815,224,149,0.7088,0.7088
2000,"DETROIT, MI","JACKSONVILLE, FL",572,815,229,182,0.7146,0.7146
1997,"DETROIT, MI","KANSAS CITY, MO",573,630,495,137,0.6414,0.6414
1998,"DETROIT, MI","KANSAS CITY, MO",573,630,496,138,0.6236,0.6236
1999,"DETROIT, MI","KANSAS CITY, MO",573,630,507,145,0.7007,0.7007
2000,"DETROIT, MI","KANSAS CITY, MO",573,630,471,155,0.6715,0.6715
1997,"DETROIT, MI","LAS VEGAS, NV",574,1750,970,164,0.7242,0.7242
1998,"DETROIT, MI","LAS VEGAS, NV",574,1750,818,186,0.7207,0.7207
1999,"DETROIT, MI","LAS VEGAS, NV",574,1750,1747,136,0.4664,0.4664
2000,"DETROIT, MI","LAS VEGAS, NV",574,1750,1645,159,0.5411,0.5411
1997,"DETROIT, MI","LOS ANGELES, CA",575,1979,1093,239,0.629,0.629
1998,"DETROIT, MI","LOS ANGELES, CA",575,1979,1129,232,0.6201,0.6201
1999,"DETROIT, MI","LOS ANGELES, CA",575,1979,1387,217,0.5091,0.5091
2000,"DETROIT, MI","LOS ANGELES, CA",575,1979,1280,253,0.4853,0.4853
1997,"DETROIT, MI","LOUISVILLE, KY",576,306,268,144,0.7189,0.7189
1998,"DETROIT, MI","LOUISVILLE, KY",576,306,239,145,0.751,0.751
1999,"DETROIT, MI","LOUISVILLE, KY",576,306,257,145,0.8196,0.8196
2000,"DETROIT, MI","LOUISVILLE, KY",576,306,268,161,0.8236,0.8236
1997,"DETROIT, MI","MEMPHIS, TN",577,610,195,231,0.8196,0.8196
1998,"DETROIT, MI","MEMPHIS, TN",577,610,203,222,0.8696,0.8696
1999,"DETROIT, MI","MEMPHIS, TN",577,610,190,251,0.8406,0.8406
2000,"DETROIT, MI","MEMPHIS, TN",577,610,181,254,0.8518,0.8518
1997,"DETROIT, MI","MIAMI, FL",578,1145,574,161,0.7691,0.7691
1998,"DETROIT, MI","MIAMI, FL",578,1145,526,160,0.7237,0.7237
1999,"DETROIT, MI","MIAMI, FL",578,1145,588,168,0.7465,0.7465
2000,"DETROIT, MI","MIAMI, FL",578,1145,504,184,0.7073,0.7073
1997,"DETROIT, MI","MILWAUKEE, WI",579,238,449,105,0.97,0.97
1998,"DETROIT, MI","MILWAUKEE, WI",579,238,408,114,0.9733,0.9733
1999,"DETROIT, MI","MILWAUKEE, WI",579,238,477,124,0.971,0.971
2000,"DETROIT, MI","MILWAUKEE, WI",579,238,391,164,0.9737999,0.9737999
1997,"DETROIT, MI","MINNEAPOLIS, MN",580,528,587,298,0.9255,0.9255
1998,"DETROIT, MI","MINNEAPOLIS, MN",580,528,616,256,0.9471,0.9471
1999,"DETROIT, MI","MINNEAPOLIS, MN",580,528,927,180,0.7939,0.7939
2000,"DETROIT, MI","MINNEAPOLIS, MN",580,528,1002,175,0.7937,0.7937
1997,"DETROIT, MI","MYRTLE BEACH, SC",581,636,132,92,0.7288,0.7288
1998,"DETROIT, MI","MYRTLE BEACH, SC",581,636,177,99,0.8476999,0.8476999
1999,"DETROIT, MI","MYRTLE BEACH, SC",581,636,213,96,0.9217,0.9217
2000,"DETROIT, MI","MYRTLE BEACH, SC",581,636,202,100,0.9188,0.9188
1997,"DETROIT, MI","NASHVILLE, TN",582,457,791,104,0.7437,0.7437
1998,"DETROIT, MI","NASHVILLE, TN",582,457,775,105,0.6706,0.6706
1999,"DETROIT, MI","NASHVILLE, TN",582,457,777,104,0.7376,0.7376
2000,"DETROIT, MI","NASHVILLE, TN",582,457,756,112,0.6971,0.6971
1997,"DETROIT, MI","NEW ORLEANS, LA",583,926,281,160,0.7481,0.7481
1998,"DETROIT, MI","NEW ORLEANS, LA",583,926,282,148,0.7467,0.7467
1999,"DETROIT, MI","NEW ORLEANS, LA",583,926,290,162,0.6973,0.6973
2000,"DETROIT, MI","NEW ORLEANS, LA",583,926,313,177,0.6875,0.6875
1997,"DETROIT, MI","NEW YORK, NY",584,495,2608,139,0.6619999,0.6619999
1998,"DETROIT, MI","NEW YORK, NY",584,495,3038,126,0.6116,0.6116
1999,"DETROIT, MI","NEW YORK, NY",584,495,3063,138,0.6661,0.6661
2000,"DETROIT, MI","NEW YORK, NY",584,495,2646,187,0.7104,0.7104
1997,"DETROIT, MI","OKLAHOMA CITY, OK",585,902,124,147,0.3135,0.3135
1998,"DETROIT, MI","OKLAHOMA CITY, OK",585,902,125,160,0.3522,0.3522
1999,"DETROIT, MI","OKLAHOMA CITY, OK",585,902,134,154,0.3144,0.3144
2000,"DETROIT, MI","OKLAHOMA CITY, OK",585,902,135,169,0.3749,0.3749
1997,"DETROIT, MI","ORLANDO, FL",586,957,1334,118,0.7199,0.7199
1998,"DETROIT, MI","ORLANDO, FL",586,957,1558,114,0.6535,0.6535
1999,"DETROIT, MI","ORLANDO, FL",586,957,1794,123,0.6235,0.6235
2000,"DETROIT, MI","ORLANDO, FL",586,957,1601,146,0.551,0.551
1997,"DETROIT, MI","PHILADELPHIA, PA",587,453,705,226,0.5847,0.5847
1998,"DETROIT, MI","PHILADELPHIA, PA",587,453,991,114,0.5098,0.5098
1999,"DETROIT, MI","PHILADELPHIA, PA",587,453,970,120,0.5988,0.5988
2000,"DETROIT, MI","PHILADELPHIA, PA",587,453,780,190,0.5807,0.5807
1997,"DETROIT, MI","PHOENIX, AZ",588,1671,915,179,0.6168,0.6168
1998,"DETROIT, MI","PHOENIX, AZ",588,1671,984,174,0.5451,0.5451
1999,"DETROIT, MI","PHOENIX, AZ",588,1671,1052,165,0.5538,0.5538
2000,"DETROIT, MI","PHOENIX, AZ",588,1671,1069,185,0.5015,0.5015
1997,"DETROIT, MI","PITTSBURGH, PA",589,201,220,241,0.5674,0.5674
1998,"DETROIT, MI","PITTSBURGH, PA",589,201,220,219,0.6108,0.6108
1999,"DETROIT, MI","PITTSBURGH, PA",589,201,215,227,0.5416,0.5416
2000,"DETROIT, MI","PITTSBURGH, PA",589,201,203,252,0.5155,0.5155
1997,"DETROIT, MI","PORTLAND, OR",590,1955,202,249,0.6735,0.6735
1998,"DETROIT, MI","PORTLAND, OR",590,1955,177,295,0.5202,0.5202
1999,"DETROIT, MI","PORTLAND, OR",590,1955,187,260,0.408,0.408
2000,"DETROIT, MI","PORTLAND, OR",590,1955,202,289,0.4389,0.4389
1997,"DETROIT, MI","RALEIGH/DURHAM, NC",591,501,278,191,0.8731,0.8731
1998,"DETROIT, MI","RALEIGH/DURHAM, NC",591,501,308,188,0.8256,0.8256
1999,"DETROIT, MI","RALEIGH/DURHAM, NC",591,501,393,170,0.6429,0.6429
2000,"DETROIT, MI","RALEIGH/DURHAM, NC",591,501,401,174,0.6445,0.6445
1997,"DETROIT, MI","RENO, NV",592,1906,220,126,0.7755001,0.7755001
1998,"DETROIT, MI","RENO, NV",592,1906,167,147,0.7728,0.7728
1999,"DETROIT, MI","RENO, NV",592,1906,97,195,0.5152,0.5152
2000,"DETROIT, MI","RENO, NV",592,1906,82,199,0.3165,0.3165
1997,"DETROIT, MI","SALT LAKE CITY, UT",593,1483,166,191,0.3466,0.3466
1998,"DETROIT, MI","SALT LAKE CITY, UT",593,1483,177,233,0.5129,0.5129
1999,"DETROIT, MI","SALT LAKE CITY, UT",593,1483,203,185,0.629,0.629
2000,"DETROIT, MI","SALT LAKE CITY, UT",593,1483,186,204,0.6179,0.6179
1997,"DETROIT, MI","SAN ANTONIO, TX",594,1218,183,188,0.3237,0.3237
1998,"DETROIT, MI","SAN ANTONIO, TX",594,1218,175,193,0.2714,0.2714
1999,"DETROIT, MI","SAN ANTONIO, TX",594,1218,190,180,0.2417,0.2417
2000,"DETROIT, MI","SAN ANTONIO, TX",594,1218,192,197,0.2508,0.2508
1997,"DETROIT, MI","SAN DIEGO, CA",595,1958,421,205,0.6058,0.6058
1998,"DETROIT, MI","SAN DIEGO, CA",595,1958,334,235,0.4722,0.4722
1999,"DETROIT, MI","SAN DIEGO, CA",595,1958,378,240,0.394,0.394
2000,"DETROIT, MI","SAN DIEGO, CA",595,1958,443,241,0.3553,0.3553
1997,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,598,304,0.6741,0.6741
1998,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,651,277,0.6228,0.6228
1999,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,572,348,0.5725,0.5725
2000,"DETROIT, MI","SAN FRANCISCO, CA",596,2080,646,341,0.541,0.541
1997,"DETROIT, MI","SAN JOSE, CA",597,2066,249,212,0.5912,0.5912
1998,"DETROIT, MI","SAN JOSE, CA",597,2066,181,262,0.4256,0.4256
1999,"DETROIT, MI","SAN JOSE, CA",597,2066,186,237,0.33,0.33
2000,"DETROIT, MI","SAN JOSE, CA",597,2066,189,270,0.2337,0.2337
1997,"DETROIT, MI","SANTA ANA, CA",598,1962,320,262,0.6797,0.6797
1998,"DETROIT, MI","SANTA ANA, CA",598,1962,226,305,0.6392,0.6392
1999,"DETROIT, MI","SANTA ANA, CA",598,1962,198,369,0.6381,0.6381
2000,"DETROIT, MI","SANTA ANA, CA",598,1962,198,324,0.4225,0.4225
1997,"DETROIT, MI","SARASOTA, FL",599,1024,156,168,0.7324,0.7324
1998,"DETROIT, MI","SARASOTA, FL",599,1024,152,159,0.7001,0.7001
1999,"DETROIT, MI","SARASOTA, FL",599,1024,145,170,0.7699,0.7699
2000,"DETROIT, MI","SARASOTA, FL",599,1024,75,186,0.3924,0.3924
1997,"DETROIT, MI","SEATTLE, WA",600,1928,373,249,0.7798001,0.7798001
1998,"DETROIT, MI","SEATTLE, WA",600,1928,338,290,0.6483,0.6483
1999,"DETROIT, MI","SEATTLE, WA",600,1928,348,289,0.5737,0.5737
2000,"DETROIT, MI","SEATTLE, WA",600,1928,388,289,0.5896,0.5896
1997,"DETROIT, MI","ST. LOUIS, MO",601,440,982,81,0.4133,0.4133
1998,"DETROIT, MI","ST. LOUIS, MO",601,440,1063,77,0.3705,0.3705
1999,"DETROIT, MI","ST. LOUIS, MO",601,440,1096,78,0.374,0.374
2000,"DETROIT, MI","ST. LOUIS, MO",601,440,1043,95,0.352,0.352
1997,"DETROIT, MI","TAMPA, FL",602,983,1031,119,0.635,0.635
1998,"DETROIT, MI","TAMPA, FL",602,983,1148,114,0.5535,0.5535
1999,"DETROIT, MI","TAMPA, FL",602,983,1139,129,0.5806,0.5806
2000,"DETROIT, MI","TAMPA, FL",602,983,1138,150,0.5296,0.5296
1997,"DETROIT, MI","WASHINGTON, DC",603,400,680,226,0.9017,0.9017
1998,"DETROIT, MI","WASHINGTON, DC",603,400,634,209,0.8845,0.8845
1999,"DETROIT, MI","WASHINGTON, DC",603,400,791,195,0.9,0.9
2000,"DETROIT, MI","WASHINGTON, DC",603,400,728,229,0.8558,0.8558
1997,"DETROIT, MI","WEST PALM BEACH, FL",604,1087,342,171,0.7745,0.7745
1998,"DETROIT, MI","WEST PALM BEACH, FL",604,1087,554,131,0.5903,0.5903
1999,"DETROIT, MI","WEST PALM BEACH, FL",604,1087,645,127,0.592,0.592
2000,"DETROIT, MI","WEST PALM BEACH, FL",604,1087,513,156,0.552,0.552
1997,"DETROIT, MI","WHITE PLAINS, NY",605,505,210,250,0.9487,0.9487
1998,"DETROIT, MI","WHITE PLAINS, NY",605,505,196,204,0.938,0.938
1999,"DETROIT, MI","WHITE PLAINS, NY",605,505,182,230,0.9332,0.9332
2000,"DETROIT, MI","WHITE PLAINS, NY",605,505,195,237,0.9286,0.9286
1997,"EL PASO, TX","HOUSTON, TX",606,677,391,139,0.6483,0.6483
1998,"EL PASO, TX","HOUSTON, TX",606,677,361,155,0.6529,0.6529
1999,"EL PASO, TX","HOUSTON, TX",606,677,378,146,0.5951,0.5951
2000,"EL PASO, TX","HOUSTON, TX",606,677,372,159,0.6358,0.6358
1997,"EL PASO, TX","LAS VEGAS, NV",607,584,422,82,0.5946,0.5946
1998,"EL PASO, TX","LAS VEGAS, NV",607,584,405,88,0.552,0.552
1999,"EL PASO, TX","LAS VEGAS, NV",607,584,392,101,0.6235,0.6235
2000,"EL PASO, TX","LAS VEGAS, NV",607,584,423,100,0.6626,0.6626
1997,"EL PASO, TX","LOS ANGELES, CA",608,714,457,114,0.8411,0.8411
1998,"EL PASO, TX","LOS ANGELES, CA",608,714,444,120,0.861,0.861
1999,"EL PASO, TX","LOS ANGELES, CA",608,714,441,126,0.8566,0.8566
2000,"EL PASO, TX","LOS ANGELES, CA",608,714,425,133,0.8586,0.8586
1997,"EL PASO, TX","ONTARIO, CA",609,671,119,114,0.7694,0.7694
1998,"EL PASO, TX","ONTARIO, CA",609,671,118,120,0.7662,0.7662
1999,"EL PASO, TX","ONTARIO, CA",609,671,109,124,0.6726,0.6726
2000,"EL PASO, TX","ONTARIO, CA",609,671,116,132,0.6511,0.6511
1997,"EL PASO, TX","PHOENIX, AZ",610,347,597,66,0.8504,0.8504
1998,"EL PASO, TX","PHOENIX, AZ",610,347,536,66,0.8789,0.8789
1999,"EL PASO, TX","PHOENIX, AZ",610,347,621,61,0.8549,0.8549
2000,"EL PASO, TX","PHOENIX, AZ",610,347,561,68,0.8143,0.8143
1997,"EL PASO, TX","SAN ANTONIO, TX",611,496,336,101,0.9152,0.9152
1998,"EL PASO, TX","SAN ANTONIO, TX",611,496,308,113,0.9277,0.9277
1999,"EL PASO, TX","SAN ANTONIO, TX",611,496,350,107,0.8887,0.8887
2000,"EL PASO, TX","SAN ANTONIO, TX",611,496,351,113,0.943,0.943
1997,"EL PASO, TX","SAN DIEGO, CA",612,636,194,110,0.8154,0.8154
1998,"EL PASO, TX","SAN DIEGO, CA",612,636,184,119,0.8698,0.8698
1999,"EL PASO, TX","SAN DIEGO, CA",612,636,193,126,0.8565,0.8565
2000,"EL PASO, TX","SAN DIEGO, CA",612,636,204,135,0.8108,0.8108
1997,"EUGENE, OR","SAN FRANCISCO, CA",613,451,282,118,0.9665,0.9665
1998,"EUGENE, OR","SAN FRANCISCO, CA",613,451,248,121,0.9733,0.9733
1999,"EUGENE, OR","SAN FRANCISCO, CA",613,451,265,125,0.9683999,0.9683999
2000,"EUGENE, OR","SAN FRANCISCO, CA",613,451,231,138,0.9732,0.9732
1997,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,269,138,0.3821,0.3821
1998,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,448,118,0.436,0.436
1999,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,745,117,0.4793,0.4793
2000,"FT. LAUDERDALE, FL","HARTFORD, CT",614,1174,770,120,0.5054,0.5054
1997,"FT. LAUDERDALE, FL","HOUSTON, TX",615,965,369,169,0.6393,0.6393
1998,"FT. LAUDERDALE, FL","HOUSTON, TX",615,965,343,179,0.6393,0.6393
1999,"FT. LAUDERDALE, FL","HOUSTON, TX",615,965,430,168,0.6327,0.6327
2000,"FT. LAUDERDALE, FL","HOUSTON, TX",615,965,444,180,0.638,0.638
1997,"FT. LAUDERDALE, FL","INDIANAPOLIS, IN",616,1006,376,110,0.4288,0.4288
1998,"FT. LAUDERDALE, FL","INDIANAPOLIS, IN",616,1006,378,122,0.5053,0.5053
1999,"FT. LAUDERDALE, FL","INDIANAPOLIS, IN",616,1006,377,130,0.489,0.489
2000,"FT. LAUDERDALE, FL","INDIANAPOLIS, IN",616,1006,434,130,0.5197,0.5197
1997,"FT. LAUDERDALE, FL","ISLIP/LONG ISLAND, NY",617,1093,315,126,0.931,0.931
1998,"FT. LAUDERDALE, FL","ISLIP/LONG ISLAND, NY",617,1093,333,133,0.9234,0.9234
1999,"FT. LAUDERDALE, FL","ISLIP/LONG ISLAND, NY",617,1093,707,117,0.5875,0.5875
2000,"FT. LAUDERDALE, FL","ISLIP/LONG ISLAND, NY",617,1093,800,121,0.6504,0.6504
1997,"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,318,557,58,0.984,0.984
1998,"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,318,675,62,0.9878,0.9878
1999,"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,318,707,64,0.9925,0.9925
2000,"FT. LAUDERDALE, FL","JACKSONVILLE, FL",618,318,847,67,0.9941,0.9941
1997,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,177,136,0.3278,0.3278
1998,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,204,145,0.412,0.412
1999,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,184,159,0.328,0.328
2000,"FT. LAUDERDALE, FL","KANSAS CITY, MO",619,1244,206,165,0.2644,0.2644
1997,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,331,164,0.4844,0.4844
1998,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,360,181,0.4861,0.4861
1999,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,610,167,0.4602,0.4602
2000,"FT. LAUDERDALE, FL","LAS VEGAS, NV",620,2175,483,174,0.4901,0.4901
1997,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,629,213,0.3883,0.3883
1998,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,601,215,0.3152,0.3152
1999,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,710,208,0.2682,0.2682
2000,"FT. LAUDERDALE, FL","LOS ANGELES, CA",621,2343,670,222,0.3299,0.3299
1997,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,134,128,0.5984,0.5984
1998,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,150,144,0.484,0.484
1999,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,172,144,0.5502,0.5502
2000,"FT. LAUDERDALE, FL","LOUISVILLE, KY",622,897,157,141,0.4768,0.4768
1997,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,160,141,0.2668,0.2668
1998,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,152,140,0.297,0.297
1999,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,159,148,0.365,0.365
2000,"FT. LAUDERDALE, FL","MILWAUKEE, WI",623,1246,192,153,0.2531,0.2531
1997,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,131,250,0.353,0.353
1998,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,163,242,0.3707,0.3707
1999,"FT. LAUDERDALE, FL","MINNEAPOLIS, MN",624,1490,167,245,0.3937,0.3937
